"Name","Sex","Age","Country","Year","Event","Medal","Population","GDP_per_Capita","Density","HappinessRank","HappinessScore","total_medal_amount"
"John Rutherford ""Jack"" Heaton","M",23,"USA",1932,"Bobsleigh Men's Two","Bronze",321418820,56115.71843,36,18,6.886,635
"John Rutherford ""Jack"" Heaton","M",39,"USA",1948,"Skeleton Men's Skeleton","Silver",321418820,56115.71843,36,18,6.886,635
"Jennison Heaton","M",23,"USA",1928,"Skeleton Men's Skeleton","Gold",321418820,56115.71843,36,18,6.886,635
"Jennison Heaton","M",23,"USA",1928,"Bobsleigh Men's Four/Five","Silver",321418820,56115.71843,36,18,6.886,635
"Benjamin ""Ben"" Hebert","M",26,"CAN",2010,"Curling Men's Curling","Gold",35851774,43248.52991,4,7,7.328,611
"Waltraud J. ""Traudl"" Hecher (-Grgl)","F",16,"AUT",1960,"Alpine Skiing Women's Downhill","Bronze",8611088,43774.98517,109,12,7.139,280
"Waltraud J. ""Traudl"" Hecher (-Grgl)","F",20,"AUT",1964,"Alpine Skiing Women's Downhill","Bronze",8611088,43774.98517,109,12,7.139,280
"Gthe Emanuel Hedlund","M",29,"SWE",1948,"Speed Skating Men's 5,000 metres","Bronze",9798871,50579.67365,25,9,7.314,428
"Per Erik Hedlund","M",30,"SWE",1928,"Cross Country Skiing Men's 50 kilometres","Gold",9798871,50579.67365,25,9,7.314,428
"Chad Paul Hedrick","M",28,"USA",2006,"Speed Skating Men's 1,500 metres","Bronze",321418820,56115.71843,36,18,6.886,635
"Chad Paul Hedrick","M",28,"USA",2006,"Speed Skating Men's 5,000 metres","Gold",321418820,56115.71843,36,18,6.886,635
"Chad Paul Hedrick","M",28,"USA",2006,"Speed Skating Men's 10,000 metres","Silver",321418820,56115.71843,36,18,6.886,635
"Chad Paul Hedrick","M",32,"USA",2010,"Speed Skating Men's 1,000 metres","Bronze",321418820,56115.71843,36,18,6.886,635
"Chad Paul Hedrick","M",32,"USA",2010,"Speed Skating Men's Team Pursuit (8 laps)","Silver",321418820,56115.71843,36,18,6.886,635
"Jayna Hefford","F",20,"CAN",1998,"Ice Hockey Women's Ice Hockey","Silver",35851774,43248.52991,4,7,7.328,611
"Jayna Hefford","F",24,"CAN",2002,"Ice Hockey Women's Ice Hockey","Gold",35851774,43248.52991,4,7,7.328,611
"Jayna Hefford","F",28,"CAN",2006,"Ice Hockey Women's Ice Hockey","Gold",35851774,43248.52991,4,7,7.328,611
"Jayna Hefford","F",32,"CAN",2010,"Ice Hockey Women's Ice Hockey","Gold",35851774,43248.52991,4,7,7.328,611
"Jayna Hefford","F",36,"CAN",2014,"Ice Hockey Women's Ice Hockey","Gold",35851774,43248.52991,4,7,7.328,611
"Beat Hefti","M",24,"SUI",2002,"Bobsleigh Men's Two","Bronze",8286976,80945.07922,219,5,7.487,275
"Beat Hefti","M",28,"SUI",2006,"Bobsleigh Men's Two","Bronze",8286976,80945.07922,219,5,7.487,275
"Beat Hefti","M",28,"SUI",2006,"Bobsleigh Men's Four","Bronze",8286976,80945.07922,219,5,7.487,275
"Beat Hefti","M",36,"SUI",2014,"Bobsleigh Men's Two","Silver",8286976,80945.07922,219,5,7.487,275
"Ole Johan Hegge (Iversen-)","M",29,"NOR",1928,"Cross Country Skiing Men's 18 kilometres","Silver",5195921,74400.36978,15,2,7.594,443
"Anne Heggtveit (-Hamilton)","F",21,"CAN",1960,"Alpine Skiing Women's Slalom","Gold",35851774,43248.52991,4,7,7.328,611
"Elizabeth Lee ""Beth"" Heiden (-Reid)","F",20,"USA",1980,"Speed Skating Women's 3,000 metres","Bronze",321418820,56115.71843,36,18,6.886,635
"Eric Arthur Heiden","M",21,"USA",1980,"Speed Skating Men's 500 metres","Gold",321418820,56115.71843,36,18,6.886,635
"Eric Arthur Heiden","M",21,"USA",1980,"Speed Skating Men's 1,000 metres","Gold",321418820,56115.71843,36,18,6.886,635
"Eric Arthur Heiden","M",21,"USA",1980,"Speed Skating Men's 1,500 metres","Gold",321418820,56115.71843,36,18,6.886,635
"Eric Arthur Heiden","M",21,"USA",1980,"Speed Skating Men's 5,000 metres","Gold",321418820,56115.71843,36,18,6.886,635
"Eric Arthur Heiden","M",21,"USA",1980,"Speed Skating Men's 10,000 metres","Gold",321418820,56115.71843,36,18,6.886,635
"Jennifer Heil","F",22,"CAN",2006,"Freestyle Skiing Women's Moguls","Gold",35851774,43248.52991,4,7,7.328,611
"Jennifer Heil","F",26,"CAN",2010,"Freestyle Skiing Women's Moguls","Silver",35851774,43248.52991,4,7,7.328,611
"Alfred Heinrich","M",25,"GER",1932,"Ice Hockey Men's Ice Hockey","Bronze",81413145,41313.31399,240,15,6.965,386
"Carol Elizabeth Heiss (-Jenkins)","F",16,"USA",1956,"Figure Skating Women's Singles","Silver",321418820,56115.71843,36,18,6.886,635
"Carol Elizabeth Heiss (-Jenkins)","F",20,"USA",1960,"Figure Skating Women's Singles","Gold",321418820,56115.71843,36,18,6.886,635
"Regine Heitzer","F",19,"AUT",1964,"Figure Skating Women's Singles","Silver",8611088,43774.98517,109,12,7.139,280
"Finn Helgesen","M",28,"NOR",1948,"Speed Skating Men's 500 metres","Gold",5195921,74400.36978,15,2,7.594,443
"Anne Helin","F",23,"FIN",2010,"Ice Hockey Women's Ice Hockey","Bronze",5482013,42311.03623,18,1,7.632,426
"Carl Marcus Joakim Hellner","M",24,"SWE",2010,"Cross Country Skiing Men's 30 km Skiathlon","Gold",9798871,50579.67365,25,9,7.314,428
"Carl Marcus Joakim Hellner","M",24,"SWE",2010,"Cross Country Skiing Men's 4 x 10 kilometres Relay","Gold",9798871,50579.67365,25,9,7.314,428
"Carl Marcus Joakim Hellner","M",28,"SWE",2014,"Cross Country Skiing Men's 30 km Skiathlon","Silver",9798871,50579.67365,25,9,7.314,428
"Carl Marcus Joakim Hellner","M",28,"SWE",2014,"Cross Country Skiing Men's 4 x 10 kilometres Relay","Gold",9798871,50579.67365,25,9,7.314,428
"Raimo Ilmari Helminen","M",23,"FIN",1988,"Ice Hockey Men's Ice Hockey","Silver",5482013,42311.03623,18,1,7.632,426
"Raimo Ilmari Helminen","M",29,"FIN",1994,"Ice Hockey Men's Ice Hockey","Bronze",5482013,42311.03623,18,1,7.632,426
"Raimo Ilmari Helminen","M",33,"FIN",1998,"Ice Hockey Men's Ice Hockey","Bronze",5482013,42311.03623,18,1,7.632,426
"Heini Hemmi","M",27,"SUI",1976,"Alpine Skiing Men's Giant Slalom","Gold",8286976,80945.07922,219,5,7.487,275
"Sonja Henie (-Topping, -Gardiner, -Onstad)","F",15,"NOR",1928,"Figure Skating Women's Singles","Gold",5195921,74400.36978,15,2,7.594,443
"Sonja Henie (-Topping, -Gardiner, -Onstad)","F",19,"NOR",1932,"Figure Skating Women's Singles","Gold",5195921,74400.36978,15,2,7.594,443
"Sonja Henie (-Topping, -Gardiner, -Onstad)","F",23,"NOR",1936,"Figure Skating Women's Singles","Gold",5195921,74400.36978,15,2,7.594,443
"Andrea Henkel (-Burke)","F",24,"GER",2002,"Biathlon Women's 15 kilometres","Gold",81413145,41313.31399,240,15,6.965,386
"Andrea Henkel (-Burke)","F",24,"GER",2002,"Biathlon Women's 4 x 7.5 kilometres Relay","Gold",81413145,41313.31399,240,15,6.965,386
"Andrea Henkel (-Burke)","F",28,"GER",2006,"Biathlon Women's 4 x 6 kilometres Relay","Silver",81413145,41313.31399,240,15,6.965,386
"Andrea Henkel (-Burke)","F",32,"GER",2010,"Biathlon Women's 4 x 6 kilometres Relay","Bronze",81413145,41313.31399,240,15,6.965,386
"Manuela Henkel","F",27,"GER",2002,"Cross Country Skiing Women's 4 x 5 kilometres Relay","Gold",81413145,41313.31399,240,15,6.965,386
"Reinhold ""Roy"" Henkel","M",26,"CAN",1932,"Ice Hockey Men's Ice Hockey","Gold",35851774,43248.52991,4,7,7.328,611
"Barbara-Maria ""Barbi"" Henneberger","F",19,"GER",1960,"Alpine Skiing Women's Slalom","Bronze",81413145,41313.31399,240,15,6.965,386
"Anne Elizabeth Henning (-Walker)","F",16,"USA",1972,"Speed Skating Women's 500 metres","Gold",321418820,56115.71843,36,18,6.886,635
"Anne Elizabeth Henning (-Walker)","F",16,"USA",1972,"Speed Skating Women's 1,000 metres","Bronze",321418820,56115.71843,36,18,6.886,635
"Kenneth Charles ""Ken"" Henry","M",23,"USA",1952,"Speed Skating Men's 500 metres","Gold",321418820,56115.71843,36,18,6.886,635
"Jukka Mika Petteri Hentunen","M",31,"FIN",2006,"Ice Hockey Men's Ice Hockey","Silver",5482013,42311.03623,18,1,7.632,426
"Maxi Herber (-Baier)","F",15,"GER",1936,"Figure Skating Mixed Pairs","Gold",81413145,41313.31399,240,15,6.965,386
"Reinfried Herbst","M",27,"AUT",2006,"Alpine Skiing Men's Slalom","Silver",8611088,43774.98517,109,12,7.139,280
"Erich Otto Friedrich Herker","M",26,"GER",1932,"Ice Hockey Men's Ice Hockey","Bronze",81413145,41313.31399,240,15,6.965,386
"Denise Herrmann","F",25,"GER",2014,"Cross Country Skiing Women's 4 x 5 kilometres Relay","Bronze",81413145,41313.31399,240,15,6.965,386
"Hugo Herrnhof","M",29,"ITA",1994,"Short Track Speed Skating Men's 5,000 metres Relay","Gold",60802085,29957.80432,206,47,6,191
"Nicole Herschmann","F",26,"GER",2002,"Bobsleigh Women's Two","Bronze",81413145,41313.31399,240,15,6.965,386
"Hans He","M",NA,"GER",1928,"Bobsleigh Men's Four/Five","Bronze",81413145,41313.31399,240,15,6.965,386
"Erika Hess (-Reymond)","F",17,"SUI",1980,"Alpine Skiing Women's Slalom","Bronze",8286976,80945.07922,219,5,7.487,275
"Mats Gunnar Hessel","M",22,"SWE",1984,"Ice Hockey Men's Ice Hockey","Bronze",9798871,50579.67365,25,9,7.314,428
"Tor-Arne Hetland","M",28,"NOR",2002,"Cross Country Skiing Men's Sprint","Gold",5195921,74400.36978,15,2,7.594,443
"Tor-Arne Hetland","M",32,"NOR",2006,"Cross Country Skiing Men's Team Sprint","Silver",5195921,74400.36978,15,2,7.594,443
"Georg Hettich","M",23,"GER",2002,"Nordic Combined Men's Team","Silver",81413145,41313.31399,240,15,6.965,386
"Georg Hettich","M",27,"GER",2006,"Nordic Combined Men's Team","Silver",81413145,41313.31399,240,15,6.965,386
"Georg Hettich","M",27,"GER",2006,"Nordic Combined Men's Individual","Gold",81413145,41313.31399,240,15,6.965,386
"Georg Hettich","M",27,"GER",2006,"Nordic Combined Men's Sprint","Bronze",81413145,41313.31399,240,15,6.965,386
"James Frederic ""Jimmy"" Heuga","M",20,"USA",1964,"Alpine Skiing Men's Slalom","Bronze",321418820,56115.71843,36,18,6.886,635
"Jessica Hewitt","F",27,"CAN",2014,"Short Track Speed Skating Women's 3,000 metres Relay","Silver",35851774,43248.52991,4,7,7.328,611
"Thomas Edward ""Ted"" Hibberd","M",21,"CAN",1948,"Ice Hockey Men's Ice Hockey","Gold",35851774,43248.52991,4,7,7.328,611
"Thomas A. ""Tom"" Hicks","M",29,"USA",1948,"Bobsleigh Men's Four","Bronze",321418820,56115.71843,36,18,6.886,635
"Ulf Hielscher","M",26,"GER",1994,"Bobsleigh Men's Four","Bronze",81413145,41313.31399,240,15,6.965,386
"Mirja Kyllikki Hietamies (-Etelp)","F",21,"FIN",1952,"Cross Country Skiing Women's 10 kilometres","Silver",5482013,42311.03623,18,1,7.632,426
"Mirja Kyllikki Hietamies (-Etelp)","F",25,"FIN",1956,"Cross Country Skiing Women's 3 x 5 kilometres Relay","Gold",5482013,42311.03623,18,1,7.632,426
"Juuso Hietanen","M",28,"FIN",2014,"Ice Hockey Men's Ice Hockey","Bronze",5482013,42311.03623,18,1,7.632,426
"Jenni Hiirikoski","F",22,"FIN",2010,"Ice Hockey Women's Ice Hockey","Bronze",5482013,42311.03623,18,1,7.632,426
"Tom Andr Hilde","M",22,"NOR",2010,"Ski Jumping Men's Large Hill, Team","Bronze",5195921,74400.36978,15,2,7.594,443
"Paul-Peter Hildgartner","M",19,"ITA",1972,"Luge Mixed (Men)'s Doubles","Gold",60802085,29957.80432,206,47,6,191
"Paul-Peter Hildgartner","M",27,"ITA",1980,"Luge Men's Singles","Silver",60802085,29957.80432,206,47,6,191
"Paul-Peter Hildgartner","M",31,"ITA",1984,"Luge Men's Singles","Gold",60802085,29957.80432,206,47,6,191
"Lyman Northrop Hine","M",39,"USA",1928,"Bobsleigh Men's Four/Five","Silver",321418820,56115.71843,36,18,6.886,635
"Garrett Hines","M",32,"USA",2002,"Bobsleigh Men's Four","Silver",321418820,56115.71843,36,18,6.886,635
"Ernst Hinterseer","M",27,"AUT",1960,"Alpine Skiing Men's Giant Slalom","Bronze",8611088,43774.98517,109,12,7.139,280
"Ernst Hinterseer","M",27,"AUT",1960,"Alpine Skiing Men's Slalom","Gold",8611088,43774.98517,109,12,7.139,280
"Corey Hirsch","M",21,"CAN",1994,"Ice Hockey Men's Ice Hockey","Silver",35851774,43248.52991,4,7,7.328,611
"Marcel Hirscher","M",24,"AUT",2014,"Alpine Skiing Men's Slalom","Silver",8611088,43774.98517,109,12,7.139,280
"Heikki Hirvonen","M",28,"FIN",1924,"Military Ski Patrol Men's Military Ski Patrol","Silver",5482013,42311.03623,18,1,7.632,426
"Peter Michael Hjlm","M",20,"SWE",1984,"Ice Hockey Men's Ice Hockey","Bronze",9798871,50579.67365,25,9,7.314,428
"Peter Michael Hjlm","M",24,"SWE",1988,"Ice Hockey Men's Ice Hockey","Bronze",9798871,50579.67365,25,9,7.314,428
"Niklas Sivert Hjalmarsson","M",26,"SWE",2014,"Ice Hockey Men's Ice Hockey","Silver",9798871,50579.67365,25,9,7.314,428
"Odd-Bjrn Hjelmeset","M",30,"NOR",2002,"Cross Country Skiing Men's 50 kilometres","Bronze",5195921,74400.36978,15,2,7.594,443
"Odd-Bjrn Hjelmeset","M",38,"NOR",2010,"Cross Country Skiing Men's 4 x 10 kilometres Relay","Silver",5195921,74400.36978,15,2,7.594,443
"Todd Bradley Hlushko","M",24,"CAN",1994,"Ice Hockey Men's Ice Hockey","Silver",35851774,43248.52991,4,7,7.328,611
"Dorothea ""Thea"" Hochleitner (Seer-)","F",30,"AUT",1956,"Alpine Skiing Women's Giant Slalom","Bronze",8611088,43774.98517,109,12,7.139,280
"Stephan Hocke","M",18,"GER",2002,"Ski Jumping Men's Large Hill, Team","Gold",81413145,41313.31399,240,15,6.965,386
"Lukas Hofer","M",24,"ITA",2014,"Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay","Bronze",60802085,29957.80432,206,47,6,191
"Ambrosi Hoffmann","M",28,"SUI",2006,"Alpine Skiing Men's Super G","Bronze",8286976,80945.07922,219,5,7.487,275
"Christian Hoffmann","M",23,"AUT",1998,"Cross Country Skiing Men's 50 kilometres","Bronze",8611088,43774.98517,109,12,7.139,280
"Christian Hoffmann","M",27,"AUT",2002,"Cross Country Skiing Men's 30 kilometres","Gold",8611088,43774.98517,109,12,7.139,280
"Olaf Hoffsbakken","M",27,"NOR",1936,"Nordic Combined Men's Individual","Silver",5195921,74400.36978,15,2,7.594,443
"Olaf Hoffsbakken","M",27,"NOR",1936,"Cross Country Skiing Men's 4 x 10 kilometres Relay","Silver",5195921,74400.36978,15,2,7.594,443
"Maria Hfl-Riesch","F",25,"GER",2010,"Alpine Skiing Women's Slalom","Gold",81413145,41313.31399,240,15,6.965,386
"Maria Hfl-Riesch","F",25,"GER",2010,"Alpine Skiing Women's Combined","Gold",81413145,41313.31399,240,15,6.965,386
"Maria Hfl-Riesch","F",29,"GER",2014,"Alpine Skiing Women's Super G","Silver",81413145,41313.31399,240,15,6.965,386
"Maria Hfl-Riesch","F",29,"GER",2014,"Alpine Skiing Women's Combined","Gold",81413145,41313.31399,240,15,6.965,386
"Willi Hofmann","M",27,"SUI",1968,"Bobsleigh Men's Four","Bronze",8286976,80945.07922,219,5,7.487,275
"Hans Johnny Hglin","M",24,"SWE",1968,"Speed Skating Men's 10,000 metres","Gold",9798871,50579.67365,25,9,7.314,428
"Marcel Hhlig","M",22,"GER",2002,"Nordic Combined Men's Team","Silver",81413145,41313.31399,240,15,6.965,386
"Steven ""Steve"" Holcomb","M",29,"USA",2010,"Bobsleigh Men's Four","Gold",321418820,56115.71843,36,18,6.886,635
"Steven ""Steve"" Holcomb","M",33,"USA",2014,"Bobsleigh Men's Two","Bronze",321418820,56115.71843,36,18,6.886,635
"Steven ""Steve"" Holcomb","M",33,"USA",2014,"Bobsleigh Men's Four","Bronze",321418820,56115.71843,36,18,6.886,635
"Mellisa Hollingsworth-Richards","F",25,"CAN",2006,"Skeleton Women's Skeleton","Bronze",35851774,43248.52991,4,7,7.328,611
"Martin Hllwarth","M",17,"AUT",1992,"Ski Jumping Men's Normal Hill, Individual","Silver",8611088,43774.98517,109,12,7.139,280
"Martin Hllwarth","M",17,"AUT",1992,"Ski Jumping Men's Large Hill, Individual","Silver",8611088,43774.98517,109,12,7.139,280
"Martin Hllwarth","M",17,"AUT",1992,"Ski Jumping Men's Large Hill, Team","Silver",8611088,43774.98517,109,12,7.139,280
"Martin Hllwarth","M",23,"AUT",1998,"Ski Jumping Men's Large Hill, Team","Bronze",8611088,43774.98517,109,12,7.139,280
"Leif Martin Holmgren","M",26,"SWE",1980,"Ice Hockey Men's Ice Hockey","Bronze",9798871,50579.67365,25,9,7.314,428
"Anna Ida Holmlund","F",26,"SWE",2014,"Freestyle Skiing Women's Ski Cross","Bronze",9798871,50579.67365,25,9,7.314,428
"Birger Ivar Holmqvist","M",27,"SWE",1928,"Ice Hockey Men's Ice Hockey","Silver",9798871,50579.67365,25,9,7.314,428
"Karl Johan Holmstrm","M",26,"SWE",1952,"Ski Jumping Men's Normal Hill, Individual","Bronze",9798871,50579.67365,25,9,7.314,428
"Bengt Tomas Holmstrm","M",33,"SWE",2006,"Ice Hockey Men's Ice Hockey","Gold",9798871,50579.67365,25,9,7.314,428
"Ylva Erika Holst","F",22,"SWE",2002,"Ice Hockey Women's Ice Hockey","Bronze",9798871,50579.67365,25,9,7.314,428
"Ylva Erika Holst","F",26,"SWE",2006,"Ice Hockey Women's Ice Hockey","Silver",9798871,50579.67365,25,9,7.314,428
"Dianne Mary Holum","F",16,"USA",1968,"Speed Skating Women's 500 metres","Silver",321418820,56115.71843,36,18,6.886,635
"Dianne Mary Holum","F",16,"USA",1968,"Speed Skating Women's 1,000 metres","Bronze",321418820,56115.71843,36,18,6.886,635
"Dianne Mary Holum","F",20,"USA",1972,"Speed Skating Women's 1,500 metres","Gold",321418820,56115.71843,36,18,6.886,635
"Dianne Mary Holum","F",20,"USA",1972,"Speed Skating Women's 3,000 metres","Silver",321418820,56115.71843,36,18,6.886,635
"Ulrike Holzner","F",33,"GER",2002,"Bobsleigh Women's Two","Silver",81413145,41313.31399,240,15,6.965,386
"Henry Anton Homburger","M",29,"USA",1932,"Bobsleigh Men's Four","Silver",321418820,56115.71843,36,18,6.886,635
"Ren Hoppe","M",29,"GER",2006,"Bobsleigh Men's Four","Gold",81413145,41313.31399,240,15,6.965,386
"Wolfgang Hoppe","M",34,"GER",1992,"Bobsleigh Men's Four","Silver",81413145,41313.31399,240,15,6.965,386
"Wolfgang Hoppe","M",36,"GER",1994,"Bobsleigh Men's Four","Bronze",81413145,41313.31399,240,15,6.965,386
"Fanny Welle-Strand Horn (-Birkeland)","F",25,"NOR",2014,"Biathlon Women's 4 x 6 kilometres Relay","Bronze",5195921,74400.36978,15,2,7.594,443
"James Alfred ""Buddy"" Horne","M",22,"CAN",1956,"Ice Hockey Men's Ice Hockey","Bronze",35851774,43248.52991,4,7,7.328,611
"Stefan Horngacher","M",24,"AUT",1994,"Ski Jumping Men's Large Hill, Team","Bronze",8611088,43774.98517,109,12,7.139,280
"Stefan Horngacher","M",28,"AUT",1998,"Ski Jumping Men's Large Hill, Team","Bronze",8611088,43774.98517,109,12,7.139,280
"Edmund Carlton ""Ed"" Horton","M",36,"USA",1932,"Bobsleigh Men's Four","Silver",321418820,56115.71843,36,18,6.886,635
"Nicole Hosp","F",22,"AUT",2006,"Alpine Skiing Women's Slalom","Silver",8611088,43774.98517,109,12,7.139,280
"Nicole Hosp","F",30,"AUT",2014,"Alpine Skiing Women's Super G","Bronze",8611088,43774.98517,109,12,7.139,280
"Nicole Hosp","F",30,"AUT",2014,"Alpine Skiing Women's Combined","Silver",8611088,43774.98517,109,12,7.139,280
"Phillip Francis ""Phil"" Housley","M",37,"USA",2002,"Ice Hockey Men's Ice Hockey","Silver",321418820,56115.71843,36,18,6.886,635
"Venla Hovi","F",22,"FIN",2010,"Ice Hockey Women's Ice Hockey","Bronze",5482013,42311.03623,18,1,7.632,426
"Russell W. ""Russ"" Howard","M",49,"CAN",2006,"Curling Men's Curling","Gold",35851774,43248.52991,4,7,7.328,611
"Mark Steven Howe","M",16,"USA",1972,"Ice Hockey Men's Ice Hockey","Silver",321418820,56115.71843,36,18,6.886,635
"Dara Howell","F",19,"CAN",2014,"Freestyle Skiing Women's Slopestyle","Gold",35851774,43248.52991,4,7,7.328,611
"Eduard ""Edy"" Hubacher","M",31,"SUI",1972,"Bobsleigh Men's Two","Bronze",8286976,80945.07922,219,5,7.487,275
"Eduard ""Edy"" Hubacher","M",31,"SUI",1972,"Bobsleigh Men's Four","Gold",8286976,80945.07922,219,5,7.487,275
"Andrea Huber","F",26,"SUI",2002,"Cross Country Skiing Women's 4 x 5 kilometres Relay","Bronze",8286976,80945.07922,219,5,7.487,275
"Anja Huber (-Selbach)","F",26,"GER",2010,"Skeleton Women's Skeleton","Bronze",81413145,41313.31399,240,15,6.965,386
"Gnther Huber","M",28,"ITA",1994,"Bobsleigh Men's Two","Bronze",60802085,29957.80432,206,47,6,191
"Gnther Huber","M",32,"ITA",1998,"Bobsleigh Men's Two","Gold",60802085,29957.80432,206,47,6,191
"Herbert Huber","M",23,"AUT",1968,"Alpine Skiing Men's Slalom","Silver",8611088,43774.98517,109,12,7.139,280
"Norbert Huber","M",27,"ITA",1992,"Luge Mixed (Men)'s Doubles","Bronze",60802085,29957.80432,206,47,6,191
"Norbert Huber","M",29,"ITA",1994,"Luge Mixed (Men)'s Doubles","Silver",60802085,29957.80432,206,47,6,191
"Sebastian Huber","M",26,"GER",1928,"Bobsleigh Men's Four/Five","Bronze",81413145,41313.31399,240,15,6.965,386
"Sebastian Huber","M",30,"GER",1932,"Bobsleigh Men's Four","Bronze",81413145,41313.31399,240,15,6.965,386
"Wilfried ""Willy"" Huber","M",23,"ITA",1994,"Luge Mixed (Men)'s Doubles","Gold",60802085,29957.80432,206,47,6,191
"Anthony Francis ""Fran"" Huck","M",22,"CAN",1968,"Ice Hockey Men's Ice Hockey","Bronze",35851774,43248.52991,4,7,7.328,611
"Jan Hudec","M",32,"CAN",2014,"Alpine Skiing Men's Super G","Bronze",35851774,43248.52991,4,7,7.328,611
"Henry Dewey Louis ""Lou"" Hudson","M",29,"CAN",1928,"Ice Hockey Men's Ice Hockey","Gold",35851774,43248.52991,4,7,7.328,611
"Tatjana Hfner","F",22,"GER",2006,"Luge Women's Singles","Bronze",81413145,41313.31399,240,15,6.965,386
"Tatjana Hfner","F",26,"GER",2010,"Luge Women's Singles","Gold",81413145,41313.31399,240,15,6.965,386
"Tatjana Hfner","F",30,"GER",2014,"Luge Women's Singles","Silver",81413145,41313.31399,240,15,6.965,386
"Clara Hughes","F",29,"CAN",2002,"Speed Skating Women's 5,000 metres","Bronze",35851774,43248.52991,4,7,7.328,611
"Clara Hughes","F",33,"CAN",2006,"Speed Skating Women's 5,000 metres","Gold",35851774,43248.52991,4,7,7.328,611
"Clara Hughes","F",33,"CAN",2006,"Speed Skating Women's Team Pursuit (6 laps)","Silver",35851774,43248.52991,4,7,7.328,611
